Date,Duration (days),Template size (px),Template size (m),Pixel spacing (px),Pixel spacing (m),Prefilter,Subpixel,Software,Vx,Vy
LS8-20180802-20180818,16,64,960,8,120,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_gauss_hp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_gauss_hp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_gauss_hp_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_gauss_hp_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
LS8-20180802-20180818,16,32,480,4,60,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
LS8-20180802-20180818,16,32,480,8,120,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
LS8-20180802-20180818,16,64,960,4,60,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_4/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_4/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
LS8-20180802-20180818,16,64,960,8,120,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/Landsat/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_8/LC08_L1TP_062017_20180802_20180814_01_T1_B8_s_naof2_warp__LC08_L1TP_062017_20180818_20180829_01_T1_B8_s_naof2_warp_15.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
Sen2-20180304-20180314,10,32,320,4,40,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
Sen2-20180304-20180314,10,32,320,8,80,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
Sen2-20180304-20180314,10,64,640,4,40,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
Sen2-20180304-20180314,10,64,640,8,80,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s__T07VFH_20180314T204219_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180304T204329_B04_s_warp__T07VFH_20180314T204219_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
Sen2-20180304-20180314,10,32,320,4,40,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
Sen2-20180304-20180314,10,32,320,8,80,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
Sen2-20180304-20180314,10,64,640,4,40,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
Sen2-20180304-20180314,10,64,640,8,80,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_gauss_hp__T07VFH_20180314T204219_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180304T204329_B04_s_gauss_hp_warp__T07VFH_20180314T204219_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
Sen2-20180304-20180314,10,32,320,4,40,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
Sen2-20180304-20180314,10,32,320,8,80,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
Sen2-20180304-20180314,10,64,640,4,40,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
Sen2-20180304-20180314,10,64,640,8,80,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180304T204329_B04_s_naof2__T07VFH_20180314T204219_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180304T204329_B04_s_naof2_warp__T07VFH_20180314T204219_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
Sen2-20180508-20180627,50,32,320,4,40,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
Sen2-20180508-20180627,50,32,320,8,80,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
Sen2-20180508-20180627,50,64,640,4,40,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
Sen2-20180508-20180627,50,64,640,8,80,None,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s__T07VFH_20180627T204021_B04_s_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180508T204021_B04_s_warp__T07VFH_20180627T204021_B04_s_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
Sen2-20180508-20180627,50,32,320,4,40,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
Sen2-20180508-20180627,50,32,320,8,80,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
Sen2-20180508-20180627,50,64,640,4,40,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
Sen2-20180508-20180627,50,64,640,8,80,Gau,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_gauss_hp__T07VFH_20180627T204021_B04_s_gauss_hp_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180508T204021_B04_s_gauss_hp_warp__T07VFH_20180627T204021_B04_s_gauss_hp_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
Sen2-20180508-20180627,50,32,320,4,40,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_4/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_4-vy.tif
Sen2-20180508-20180627,50,32,320,8,80,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_32.0_max_chip_32.0_skip_rate_8/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_32.0_max_chip_32.0_skip_rate_8-vy.tif
Sen2-20180508-20180627,50,64,640,4,40,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_4/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_4-vy.tif
Sen2-20180508-20180627,50,64,640,8,80,NAOF,pyrUP,autoRIFT,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vx.tif,/home/jovyan/Projects/PX_comparison/PX/autoRIFT/S2/T07VFH_20180508T204021_B04_s_naof2__T07VFH_20180627T204021_B04_s_naof2_min_min_chip_64.0_max_chip_64.0_skip_rate_8/T07VFH_20180508T204021_B04_s_naof2_warp__T07VFH_20180627T204021_B04_s_naof2_warp_10.0_min_chip_64.0_max_chip_64.0_skip_rate_8-vy.tif
